issue_id,commit_id,p_x,l_x,issue_desc,issue_comments,summary,files,created_at,closed_at,commit_time
78,7a2404b05defc51c519424b9b8ecfc2de17e58a5,0.0089498739689588,1,Also adds documentation of the config in the github wiki closes # 68,Feat/config,Merge pull request # 78 from Project-C-SQL/feat/config,"['src/pg4n/config_parser.py', 'src/pg4n/config_reader.py', 'src/pg4n/config_values.py', 'src/pg4n/test/test_config_parser.py']",2022-11-19 16:48:59+00:00,2022-11-21 20:39:05+00:00,2022-11-21 22:39:05+02:00
80,cd7168bd9791c3c51875f85850371cec52a72e57,0.1600856482982635,1,"Closes # 49 and # 62 . Fixes psqlwrapper unit tests , and extends psqlwrapper and psqlparser unit tests . # 79 found during testing .",Fix/wrapper,Merge pull request # 80 from Project-C-SQL/fix/wrapper,"['src/pg4n/psqlparser.py', 'src/pg4n/psqlwrapper.py', 'src/pg4n/test/test_psqlparser.py', 'src/pg4n/test/test_psqlwrapper.py']",2022-11-19 17:12:38+00:00,2022-11-21 14:23:45+00:00,2022-11-21 16:23:44+02:00
77,bbd831ee1f05324f62486eca5ace30ed845111a7,0.9904416799545288,1,"depends on # 75 , # 73 , and # 71 closes # 76",Feat/errfmt,Merge pull request # 77 from Project-C-SQL/feat/errfmt,"['src/pg4n/cmp_domain_checker.py', 'src/pg4n/eq_wildcard_checker.py', 'src/pg4n/errfmt.py', 'src/pg4n/implied_expression_checker.py', 'src/pg4n/strange_having_checker.py', 'src/pg4n/subquery_orderby_checker.py', 'src/pg4n/subquery_select_checker.py', 'src/pg4n/sum_distinct_checker.py', 'src/pg4n/test/test_errfmt.py']",2022-11-18 13:46:01+00:00,2022-11-21 10:21:55+00:00,2022-11-21 12:21:55+02:00
75,dd91d2f5cb68a8ada87f47034162548dafa00053,0.9940215945243835,1,closes # 74,Feat/eq wildcard,Merge pull request # 75 from Project-C-SQL/feat/eq-wildcard,"['src/pg4n/eq_wildcard_checker.py', 'src/pg4n/test/test_eq_wildcard_checker.py']",2022-11-17 19:19:20+00:00,2022-11-21 10:02:45+00:00,2022-11-21 12:02:45+02:00
73,ae84511f5cfb6a26de051d692f2c3fbccd5d9e3f,0.0080780461430549,1,closes : # 72,Feat/sum distinct,Merge pull request # 73 from Project-C-SQL/feat/sum-distinct,"['src/pg4n/sum_distinct_checker.py', 'src/pg4n/test/test_sum_distinct_checker.py']",2022-11-17 18:30:35+00:00,2022-11-21 10:02:28+00:00,2022-11-21 12:02:28+02:00
71,9e87043b619778dee4903f22deeda35ed41af442,0.0482477732002735,1,closes # 70,Feat/strange having,Merge pull request # 71 from Project-C-SQL/feat/strange-having,"['src/pg4n/strange_having_checker.py', 'src/pg4n/test/test_strange_having_checker.py']",2022-11-17 17:51:48+00:00,2022-11-21 10:02:15+00:00,2022-11-21 12:02:15+02:00
62,80800d0cb05ae92a62d7797791bb9e13c2dc46bb,0.9999440908432008,1,Proposed by customer,Match psql version against supported versions,"Now checks psql version , closing # 62","['src/pg4n/psqlparser.py', 'src/pg4n/psqlwrapper.py']",2022-11-08 09:45:18+00:00,2022-12-08 11:45:10+00:00,2022-11-19 19:06:41+02:00
65,f22df7de0b763af1d901c810038f76104d7eeea2,0.9996660947799684,1,See commit message,Fix/subquery select,Merge pull request # 65 from Project-C-SQL/fix/subquery-select,"['src/pg4n/sqlparser.py', 'src/pg4n/subquery_select_checker.py', 'src/pg4n/test/test_subquery_select_checker.py']",2022-11-08 15:55:35+00:00,2022-11-15 13:03:27+00:00,2022-11-15 15:03:26+02:00
66,9f1546f4730ab1ccefe944f4682074c216ca8ae7,0.9984642267227172,1,,Fix too long bot PR messages,Merge pull request # 66 from Project-C-SQL/fix/too-long-pr-msg,"['.github/workflows/grade.yml', '.github/workflows/pr_flow.yml', '.github/workflows/pytest.yml', '.github/workflows/sphinx.yml', 'scripts/ci-grade.sh']",2022-11-09 16:09:22+00:00,2022-11-13 10:27:19+00:00,2022-11-13 12:27:19+02:00
59,4fa9eda88b8e6a94c4e6662a86f87da7bc41d060,0.8901592493057251,1,"closes # 17 , closes # 6 with # 55 and # 56 closes # 39",Feat/implied expression,Merge pull request # 59 from Project-C-SQL/feat/implied-expression,"['src/pg4n/implied_expression_checker.py', 'src/pg4n/qepparser.py', 'src/pg4n/test/test_implied_expression_checker.py']",2022-11-07 19:43:09+00:00,2022-11-08 08:09:33+00:00,2022-11-08 10:09:32+02:00
58,de27eb5c5d71e31de1e07099cbea189952749079,0.1787601709365844,1,"closes # 55 , closes # 56",Feat/subquery select,Merge pull request # 58 from Project-C-SQL/feat/subquery-select,"['src/pg4n/subquery_select_checker.py', 'src/pg4n/test/test_subquery_select_checker.py']",2022-11-07 19:00:40+00:00,2022-11-08 08:07:16+00:00,2022-11-08 10:07:16+02:00
57,f0c8da964af2e49927972c237584994b8aca901b,0.958398461341858,1,Closes # 9,Feat/subquery orderby,Merge pull request # 57 from Project-C-SQL/feat/subquery-orderby,"['src/pg4n/orderby.py', 'src/pg4n/subquery_orderby_checker.py', 'src/pg4n/test/test_subquery_orderby_checker.py']",2022-11-07 18:59:33+00:00,2022-11-08 08:05:36+00:00,2022-11-08 10:05:35+02:00
48,34b89977c8da671ed279950b4e5c98e364b2ee0a,0.7965399026870728,1,"` poetry.lock ` , ` pyproject.toml ` : Added ` pyte ` as dependency . ` main.py ` : separated psql process start into ` PsqlWrapper.start ( ) ` for easier setup and testing . ` psqlwrapper.py ` and ` psqlwrapper.py ` : both have been largely reworked into a more sustainable and better working implementation utilising ` pyte ` as the source for screenscraping SQL queries . Closes # 27 .",Feat/vt100decode,Merge pull request # 48 from Project-C-SQL/feat/vt100decode,"['poetry.lock', 'pyproject.toml', 'src/pg4n/main.py', 'src/pg4n/psqlparser.py', 'src/pg4n/psqlwrapper.py', 'src/pg4n/test/test_psqlparser.py', 'src/pg4n/test/test_psqlwrapper.py']",2022-11-04 15:09:54+00:00,2022-11-06 14:07:52+00:00,2022-11-06 16:07:52+02:00
44,672575a8e3f414ce9ffa1f47b1e18b13d13fb9eb,0.8268073797225952,1,- ` constraint_exclusion=on ` - ` find ( ... ) ` et al . Fixes # 37,Improve QEPs,Merge pull request # 44 from Project-C-SQL/feat/improve-qeps,"['README.md', 'src/pg4n/qepparser.py', 'src/pg4n/test/test_qepparser.py']",2022-11-02 23:23:18+00:00,2022-11-05 11:28:48+00:00,2022-11-05 13:28:47+02:00
43,b015aae953b8b64369e4db734db8f9d813c15ded,0.0226917155086994,1,"Extends sqlparser.SqlParser to get table names , columns from the query , and some other helpful methods used in upcoming semantic analysis patch .",Feat/sqlparser columns,Merge pull request # 43 from Project-C-SQL/feat/sqlparser-columns,"['src/pg4n/sqlparser.py', 'src/pg4n/test/test_sqlparser.py']",2022-11-01 17:45:06+00:00,2022-11-03 10:22:30+00:00,2022-11-03 12:22:30+02:00
36,994c90902cfebc3d5a4f4756e8b07aa1f1899d21,0.0095806960016489,1,,Refactors sqlparser into a class and adds tests,Merge pull request # 36 from Project-C-SQL/fix/refactor-sqlparser,"['src/pg4n/sqlparser.py', 'src/pg4n/test/test_sqlparser.py']",2022-10-13 16:37:14+00:00,2022-10-26 09:21:20+00:00,2022-10-26 12:21:19+03:00
29,6c5e663747462817aa670b59addb191b618c5eb9,0.9355992078781128,1,"Closes # 10 , closes # 22 Uses ` psycopg2 ` for interfacing with postgres . Uses ` pytest_postgresql ` for setting up a temporary , dockerized postgres DB for testing . Passes data retrieved from postgres ' ` EXPLAIN ANALYZE ` as-is , with some wrappers .",Add tentative QEP parsing,Merge pull request # 29 from Project-C-SQL/feat/qep-parser,"['.gitattributes', 'qepparser.py', 'test_qepparser.py']",2022-10-10 23:01:14+00:00,2022-10-11 14:32:30+00:00,2022-10-11 17:32:29+03:00
28,d573f35f684e3c0d6fc0f05d90c20bdc0db5e0ec,0.9998791217803956,1,"Completes # 14 . Changes were made with # 5 in mind , but it could not be resolved with planned approach , so it has to be rethought according to # 27 . This current implementation only sends proper SQL statement to the hook function if it is written perfectly straight-out , without using backspace , tabs , arrows or similar .",Feat/wrapper pyparsing,Merge pull request # 28 from Project-C-SQL/feat/wrapper-pyparsing,"['main.py', 'psqlparser.py', 'psqlwrapper.py', 'wrapper.py']",2022-10-07 09:39:23+00:00,2022-10-08 10:35:34+00:00,2022-10-08 13:35:33+03:00
25,81031d3bf605c7a135e21c31f0468edd19818deb,0.9961430430412292,1,Depends on # 24,Feat/sem orderby,Merge pull request # 25 from Project-C-SQL/feat/sem-orderby,"['orderby.py', 'sqlparser.py']",2022-09-29 17:57:16+00:00,2022-10-05 10:46:50+00:00,2022-10-05 13:46:50+03:00
